# Early Successional Microplot ANPP
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/686
# The newest version of the data https://lter.kbs.msu.edu/datatables/686.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/60.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		the date the plot was sampled
# treatment		the field treatment that was sampled
# replicate		the field replicate that was sampled
# method		the sample method used. 'sorted to species' means that an attempt was made to sort the biomass to species and any remaining biomass was classified as unsorted. 'not_ sorted' indicates that no attempt was made to sort the biomass to species and all of the biomass was classified as unsorted.
# disturbed		was the microplot tilled?
# fertilized		was the microplot  fertilized?
# biomass_g_m2	gramsPerSquareMeter	the dry weight of the biomass in grams/meter squared
# area_sampled	squareMeter	the area that was harvested for the sample in square meters
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,treatment,replicate,method,disturbed,fertilized,biomass_g_m2,area_sampled
1991-08-05,T7,R2,sorted_to_species,undisturbed,fertilized,548.9333333333335,0.3
1991-08-05,T7,R3,sorted_to_species,disturbed,unfertilized,477.1,0.3
1991-08-05,T7,R3,sorted_to_species,undisturbed,fertilized,319.86666666666673,0.3
1991-08-05,T7,R3,sorted_to_species,undisturbed,unfertilized,498.03333333333336,0.3
1991-08-05,T7,R3,sorted_to_species,disturbed,fertilized,1078.1333333333334,0.3
1991-08-05,T7,R4,sorted_to_species,disturbed,unfertilized,460.2666666666667,0.3
1991-08-05,T7,R4,sorted_to_species,disturbed,fertilized,809.0666666666667,0.3
1991-08-05,T7,R4,sorted_to_species,undisturbed,unfertilized,311.33333333333337,0.3
1991-08-05,T7,R4,sorted_to_species,undisturbed,fertilized,325.2666666666667,0.3
1991-08-05,T7,R5,sorted_to_species,undisturbed,unfertilized,155.53333333333333,0.3
1991-08-05,T7,R5,sorted_to_species,undisturbed,fertilized,409.40000000000003,0.3
1991-08-05,T7,R5,sorted_to_species,disturbed,fertilized,1670.6000000000001,0.3
1991-08-05,T7,R5,sorted_to_species,disturbed,unfertilized,754.7666666666668,0.3
1991-08-05,T7,R6,sorted_to_species,undisturbed,fertilized,417.0333333333334,0.3
1991-08-05,T7,R6,sorted_to_species,disturbed,unfertilized,639.0666666666667,0.3
1991-08-05,T7,R6,sorted_to_species,undisturbed,unfertilized,674.0333333333334,0.3
1991-08-05,T7,R6,sorted_to_species,disturbed,fertilized,488.59999999999997,0.3
1991-07-09,T7,R1,sorted_to_species,undisturbed,fertilized,664.3,0.3
1991-07-09,T7,R1,sorted_to_species,disturbed,unfertilized,231.66666666666669,0.3
1991-07-09,T7,R1,sorted_to_species,disturbed,fertilized,500.96666666666675,0.3
1991-07-09,T7,R1,sorted_to_species,undisturbed,unfertilized,332.50000000000006,0.3
1991-07-09,T7,R2,sorted_to_species,undisturbed,fertilized,370.2833333333333,0.3
1991-07-09,T7,R2,sorted_to_species,undisturbed,unfertilized,752.4666666666666,0.3
1991-07-09,T7,R2,sorted_to_species,disturbed,unfertilized,422.9333333333334,0.3
1991-07-09,T7,R2,sorted_to_species,disturbed,fertilized,681.4,0.3
1991-07-09,T7,R3,sorted_to_species,disturbed,unfertilized,329.5666666666667,0.3
1991-07-09,T7,R3,sorted_to_species,undisturbed,fertilized,537.2000000000002,0.3
1991-07-09,T7,R3,sorted_to_species,disturbed,fertilized,469.5000000000001,0.3
1991-07-09,T7,R3,sorted_to_species,undisturbed,unfertilized,453.36666666666673,0.3
1991-07-09,T7,R4,sorted_to_species,undisturbed,fertilized,203.50000000000003,0.3
1991-07-09,T7,R4,sorted_to_species,undisturbed,unfertilized,494.90000000000003,0.3
1991-07-09,T7,R4,sorted_to_species,disturbed,fertilized,493.49999999999994,0.3
1991-07-09,T7,R4,sorted_to_species,disturbed,unfertilized,336.1333333333334,0.3
1991-07-09,T7,R5,sorted_to_species,disturbed,unfertilized,435.90000000000003,0.3
1991-07-09,T7,R5,sorted_to_species,undisturbed,fertilized,294.1666666666667,0.3
1991-07-09,T7,R5,sorted_to_species,disturbed,fertilized,701.1999999999999,0.3
1991-07-09,T7,R5,sorted_to_species,undisturbed,unfertilized,211.4,0.3
1991-07-09,T7,R6,sorted_to_species,disturbed,unfertilized,453.76666666666665,0.3
1991-07-09,T7,R6,sorted_to_species,disturbed,fertilized,484.9000000000001,0.3
1991-07-09,T7,R6,sorted_to_species,undisturbed,unfertilized,757.0666666666667,0.3
1991-07-09,T7,R6,sorted_to_species,undisturbed,fertilized,260.43333333333334,0.3
1990-08-08,T7,R1,sorted_to_species,disturbed,unfertilized,170.70000000000002,0.3
1990-08-08,T7,R1,sorted_to_species,undisturbed,fertilized,726.0500000000001,0.3
1990-08-08,T7,R1,sorted_to_species,undisturbed,unfertilized,414.03333333333336,0.3
1990-08-08,T7,R1,sorted_to_species,disturbed,fertilized,243.16666666666669,0.3
1990-08-08,T7,R2,sorted_to_species,disturbed,unfertilized,222.69999999999996,0.3
1990-08-08,T7,R2,sorted_to_species,undisturbed,fertilized,525.0600000000001,0.3
1990-08-08,T7,R2,sorted_to_species,disturbed,fertilized,439.33333333333337,0.3
1990-08-08,T7,R2,sorted_to_species,undisturbed,unfertilized,611.9666666666667,0.3
1990-08-08,T7,R3,sorted_to_species,undisturbed,fertilized,458.97333333333336,0.3
1990-08-08,T7,R3,sorted_to_species,disturbed,fertilized,305.83333333333337,0.3
1990-08-08,T7,R3,sorted_to_species,undisturbed,unfertilized,336.53333333333336,0.3
1990-08-08,T7,R3,sorted_to_species,disturbed,unfertilized,324.3,0.3
1990-08-08,T7,R4,sorted_to_species,undisturbed,fertilized,223.40000000000003,0.3
1990-08-08,T7,R4,sorted_to_species,undisturbed,unfertilized,291.0400000000001,0.3
1990-08-08,T7,R4,sorted_to_species,disturbed,unfertilized,259.03333333333336,0.3
1990-08-08,T7,R4,sorted_to_species,disturbed,fertilized,283.9666666666667,0.3
1990-08-08,T7,R5,sorted_to_species,disturbed,fertilized,281.29333333333335,0.3
1990-08-08,T7,R5,sorted_to_species,disturbed,unfertilized,420.56666666666666,0.3
1990-08-08,T7,R5,sorted_to_species,undisturbed,fertilized,448.20000000000005,0.3
1990-08-08,T7,R5,sorted_to_species,undisturbed,unfertilized,364.90000000000003,0.3
1990-08-08,T7,R6,sorted_to_species,disturbed,fertilized,278.5000000000001,0.3
1990-08-08,T7,R6,sorted_to_species,disturbed,unfertilized,360.07,0.3
1990-08-08,T7,R6,sorted_to_species,undisturbed,unfertilized,774.6166666666668,0.3
1990-08-08,T7,R6,sorted_to_species,undisturbed,fertilized,887.5666666666671,0.3
1989-09-15,T7,R1,sorted_to_species,undisturbed,unfertilized,674.6999999999999,0.2
1989-09-15,T7,R1,sorted_to_species,undisturbed,fertilized,715.75,0.2
1989-09-15,T7,R2,sorted_to_species,undisturbed,unfertilized,581.9,0.2
1989-09-15,T7,R2,sorted_to_species,undisturbed,fertilized,705.15,0.2
1989-09-15,T7,R3,sorted_to_species,undisturbed,unfertilized,573.2500000000001,0.2
1989-09-15,T7,R3,sorted_to_species,undisturbed,fertilized,776.45,0.2
1989-09-15,T7,R4,sorted_to_species,undisturbed,unfertilized,347.34999999999997,0.2
1989-09-15,T7,R4,sorted_to_species,undisturbed,fertilized,594.4499999999999,0.2
1989-09-15,T7,R5,sorted_to_species,undisturbed,unfertilized,164.45,0.2
1989-09-15,T7,R5,sorted_to_species,undisturbed,fertilized,588.65,0.2
1989-09-15,T7,R6,sorted_to_species,undisturbed,unfertilized,380.35,0.2
1989-09-15,T7,R6,sorted_to_species,undisturbed,fertilized,561.85,0.2
1989-07-15,T7,R1,sorted_to_species,undisturbed,unfertilized,287.59999999999997,0.2
1989-07-15,T7,R2,sorted_to_species,undisturbed,unfertilized,336.75,0.2
1989-07-15,T7,R2,sorted_to_species,undisturbed,fertilized,938.4000000000001,0.2
1989-07-15,T7,R3,sorted_to_species,undisturbed,unfertilized,339.45,0.2
1989-07-15,T7,R3,sorted_to_species,undisturbed,fertilized,1247.8500000000001,0.2
1989-07-15,T7,R4,sorted_to_species,undisturbed,unfertilized,216.29999999999998,0.2
1989-07-15,T7,R4,sorted_to_species,undisturbed,fertilized,699.4499999999999,0.2
1989-07-15,T7,R5,sorted_to_species,undisturbed,unfertilized,218.29999999999998,0.2
1989-07-15,T7,R5,sorted_to_species,undisturbed,fertilized,532.3,0.2
1989-07-15,T7,R6,sorted_to_species,undisturbed,unfertilized,218.8,0.2
1989-07-15,T7,R6,sorted_to_species,undisturbed,fertilized,331.79999999999995,0.2
